㐀 qiu1
炨 xie4
炩 ling4
炪 zhuo2
炫 xuan4
炬 ju4
炭 tan4
炮 pao4 bao1 pao2
炯 jiong3
炰 pao2 pao4
炱 tai2
炲 tai2
炳 bing3
炴 yang3
炵 tong1
炶 han1
炷 zhu4
炸 zha4 zha2
点 dian3
為 wei4 wei2
炻 shi2
炼 lian4
炽 chi4
炾 huang3
烀 hu1
烁 shuo4 luo4
烂 lan4
烃 jing3 ting1
烄 jiao3
烅 xu4
烆 xing2
烇 quan4 quan3
烈 lie4
烉 huan4
烊 yang2 yang4
烋 xiao1 xiu1
烌 xiu1
烍 xian3
烎 yin2
烏 wu1 wu4
烐 zhou1
烑 yao2
烒 shi4
烓 wei1
烔 tong2
烕 xue4 mie4
烖 zai1
烗 kai4
烘 hong1
烙 luo4 lao4 ge2
烚 xia2
烛 zhu2
烜 xuan3 hui3 xuan1
烝 zheng1
烞 po4
烟 yan1 yin1
烠 hui3
烡 guang1
烢 zhe4
烣 hui1
烤 kao3
烦 fan2
烧 shao1
烨 ye4
烩 hui4
烫 tang4
烬 jin4
热 re4
烯 xi1
烰 fu2
烱 jiong3
烲 che4
烳 pu3
烴 jing3 ting1
烵 zhuo2
烶 ting3
烷 wan2
烸 hai3
烹 peng1
烺 lang3
烻 shan1 shan2 yan4
烼 hu1
烽 feng1
烾 chi4
烿 rong2
焀 hu2
焂 shu2
焃 he4
焄 xun1 hun1
焅 ku4
焆 jue2
焇 xiao1
焈 xi1 yi2
焉 yan1 yi2
焊 han4
焋 zhuang4
焌 jun4
焍 di4
焎 xie4
焏 ji2 qi4
焐 wu4
焓 han2
焔 yan4
焕 huan4
焖 men4
焗 ju2
焘 tao1 chou2
焙 bei4
焚 fen2 fen4
焛 lin4
焜 kun1 hun3
焝 hun4
焞 tun1
焟 xi2
焠 cui4
無 wu2 mo2
焢 hong1
焣 ju4
焤 fu3
焥 wo4
焦 jiao1 qiao2
焧 cong1
焨 feng4
焩 ping1
焪 qiong1
焫 ruo4 re4
焬 xi2
焭 qiong2
焮 xin4 xin1
焯 zhuo2 zhuo1 chuo4 chao1
焰 yan4
焱 yan4 biao1 yi4
焲 yi4
焳 jue2 jiao1
焴 yu4
焵 gang4
然 ran2
焷 pi2
焸 gu3
焺 sheng1
焻 chang4
焼 shao1
煁 chen2 shen2
煂 he4
煃 kui3
煄 zhong1
煅 duan4
煆 xia1 xia4
煇 hui1 xun1 yun4
煈 feng4
煉 lian4 lan4
煊 xuan1
煋 xing1
煌 huang2
煍 jiao3
煎 jian1 jian3 jian4
煏 bi4
煐 ying1
煑 zhu3
煒 wei3 hui1
煓 tuan1
煔 tian4 qian2 shan1 shan3
煕 xi1
煖 nuan3 xuan1
煗 nuan3
煘 chan2
煙 yan1
煚 jiong3
煛 jiong3
煜 yu4
煝 mei4 mei2
煞 sha1 sha4
煟 wei4
煠 ye4 zha2
煡 xin4
煢 qiong2
煣 rou3
煤 mei2
煥 huan4
煦 xu3 xu4 xiu1
照 zhao4
煨 wei1 yu4
煩 fan2
煪 qiu2
煫 sui4
煬 yang2 yang4
煭 lie4
煮 zhu3
煰 gao4
煱 gua1
煲 bao1 bao4
煳 hu2
煴 yun1 yun4 wen3
煵 xia1
煸 bian1
煹 gou4
煺 tui4
煻 tang2
煼 chao3
煽 shan1 shan4
煾 en1 yun1
煿 bo2
熀 huang3
熁 xie2
熂 xi4
熃 wu4
熄 xi2 xi1
熅 yun4 yun2 yun1
熆 he2
熇 he4
熈 xi1
熉 yun2
熊 xiong2
熋 nai2
熌 shan4
熎 yao4
熏 xun1 xun4
熐 mi4
熑 lian2
熒 ying2 xing2 jiong3
熓 wu3 wen4
熔 rong2
熗 qiang4
熘 liu1 liu4
熙 xi1 yi2
熚 bi4
熛 biao1
熜 zong3
熝 lu4
熞 jian1
熟 shu2 shou2
熠 yi4
熡 lou2
熢 feng1
熣 sui1
熤 yi4
熥 tong1
熦 jue2
熧 zong1
熨 yun4 yu4 wei4
熩 hu4
熪 yi2
熫 zhi4
熬 ao2 ao1
熭 wei4
熮 liao2
熯 han4
熰 ou1
熱 re4
熲 jiong3
熳 man4
熵 shang1
熶 cuan4
熷 zeng1
熸 jian1
熹 xi1
熺 xi1
熻 xi1
熼 yi4
熽 xiao4
熾 chi4
熿 huang2
燀 chan3 dan3
燁 ye4
燂 qian2 xun2
燃 ran2
燄 yan4
燅 xian2 qian2 xun2
燆 qiao2
燇 zun4
燈 deng1
燉 dun4 dun1 tun1 tun2
燊 shen1
燋 jiao1 qiao2
燌 fen2 ben4
燍 si1
燎 liao3 liao2 liao4
燏 yu4
燐 lin2
燑 tong2
燒 shao1 shao4
燓 fen1
燔 fan2 fen2
燕 yan4 yan1
燖 xun2 qian2
燗 lan4
燘 mei3
燙 tang4 dang4
燚 yi1
燛 jing3
燜 men4
營 ying2 cuo1
燠 yu4 ao4
燡 yi4
燢 xue2
燣 lan2
燤 tai4
燥 zao4 sao4
燦 can4
燧 sui4
燨 xi1
燩 que4
燪 cong1
燫 lian2
燬 hui3
燭 zhu2
燮 xie4
燯 ling2
燰 wei1
燱 yi4
燲 xie2
燳 zhao4
燴 hui4
燷 lan2
燸 ru2
燹 xian3 bing4
燺 kao3
燻 xun1
燼 jin4
燽 chou2
燾 tao1 dao4 chou2
燿 yao4 shao4 shuo4
爀 he4
爁 lan4
爂 biao1
爃 rong2
爄 li4
爅 mo4
爆 bao4 bo2
爇 ruo4 re4
爈 lv2
爉 la4 lie4
爊 ao2 ao1
爋 xun4 xun1
爌 kuang4 huang4
爍 shuo4 luo4 yue4
爏 li4
爐 lu2
爑 jue2
爒 liao4
爓 yan4 qian2 xun2
爔 xi1
爕 xie4
爖 long2
爗 ye4
爙 rang3
爚 yue4 shuo4
爛 lan4
爜 cong2
爝 jue2 jiao4
爞 tong2 chong2
爟 guan4
爡 che4
爢 mi2
爣 tang3
爤 lan4
爥 zhu2
爧 ling2
爨 cuan4
爩 yu4
爪 zhua3 zhao3
爬 pa2
爭 zheng1 zheng4
爮 pao2
爯 cheng1
爰 yuan2
爱 ai4
爲 wei4 wei2
爴 jue2
爵 jue2
父 fu4 fu3
爷 ye2
爸 ba4
爹 die1
爺 ye2
爻 yao2 xiao4
爼 zu3
爽 shuang3 shuang1
爾 er3
爿 qiang2 pan2
牀 chuang2
牁 ge1
牂 zang1
牃 die2
牄 qiang1
牅 yong2
牆 qiang2
片 pian4 pian1 pan4
版 ban3
牉 pan4
牊 shao2
牋 jian1
牌 pai2
牍 du2
牎 chuang1 cong1
牏 tou2 yu2 zhu4
牐 zha2
牑 bian1
牒 die2
牓 bang3
牔 bo2
牕 chuang1 cong1
牖 you3
牘 du2
牙 ya2 ya4
牚 cheng4 cheng1
牛 niu2
牝 pin4
牞 jiu1
牟 mou2 mu4 mao4
牠 tuo2 ta1 tuo1
牡 mu3
牢 lao2 lao4 lou2
牣 ren4
牤 mang2 mang1
牥 fang1
牦 mao2 li2
牧 mu4
牨 gang1
物 wu4
牪 yan4
牫 ge1
牬 bei4
牭 si4
牮 jian4
牯 gu3
牰 you4 chou1
牱 ge1
牲 sheng1
牳 mu3
牴 di3
牵 qian1 qian4
牶 quan4
牷 quan2
牸 zi4
特 te4
牺 xi1 suo1
牻 mang2
牼 keng1
牽 qian1 qian4
牾 wu2 wu3
牿 gu4
犀 xi1
犁 li2
犂 li2
犃 pou3
犄 ji1 yi1
犅 gang1
犆 zhi2 te4
犇 ben1
犈 quan2
犉 run2
犊 du2
犋 ju4
犌 jia1
犍 jian1 qian2 jian3
犎 feng1
犏 pian1
犐 ke1
犑 ju2
犒 kao4
犓 chu2
犔 xi4
犕 bei4
犖 luo4
犗 jie4
犘 ma2
犙 san1
犚 wei4
犛 li2 mao2
犜 dun1
犝 tong2
犟 jiang4
犡 li4
犢 du2
犣 lie4
犤 pi2 bei1
犥 piao3
犦 bao4 bo2
犧 xi1 suo1
犨 chou1
犩 wei4 wei2
犪 kui2
犫 chou1
犬 quan3
犮 ba2
犯 fan4
犰 qiu2
犱 ji3
犲 cai2 chai2
犳 chuo2
犴 an4 han1 an2 jian4
犵 ge1 qi4 he2 jie2
状 zhuang4
犷 guang3
犸 ma4 ma3
犹 you2
犺 kang4
犻 bo2
犼 hou3
犽 ya2
犾 yin2
犿 huan1 fan1
狀 zhuang4
狁 yun3
狂 kuang2 jue2
狃 niu3 nv4
狄 di2 ti4
狅 qing1
狆 zhong4
狇 mu4
狈 bei4
狉 pi1
狊 ju2
狋 ni2 yi2 yin2
狌 sheng1 xing1
狍 pao2
狎 xia2
狏 tuo2
狐 hu2
狑 ling2
狒 fei4
狓 pi1
狔 ni3
狕 ao3
狖 you4
狗 gou3
狘 yue4 xue4
狙 ju1
狚 dan4
狛 po4
狜 gu3
狝 xian3 mi2
狞 ning2
狟 huan2
狠 hen3 yin2 yan2 ken3 hang3
狡 jiao3 xiao4
狢 he2
狣 zhao4
狤 ji2
狥 xun4 xun2
狦 shan1
狧 ta4
狨 rong2
狩 shou4
狪 tong1
狫 lao3
独 du2
狭 xia2
狮 shi1
狯 hua2 kuai4
狰 zheng1
狱 yu4
狲 sun1
狳 yu2
狴 bi4
狵 mang2
狶 xi3 xi1
狷 juan4
狸 li2 mai2
狹 xia2
狺 yin2
狻 suan1 xun4 jun4
狼 lang2 lang4 lang3 hang3
狽 bei4
狾 zhi4
狿 yan2
猀 sha1
猁 li4
猂 han4
猃 xian3
猄 jing1
猅 pai2
猆 fei1
猇 yao2 xiao1
猈 ba4
猉 qi2
猊 ni2
猋 biao1
猌 yin4
猍 lai2
猎 xi2 lie4 que4
猏 jian1
猐 qiang1
猑 kun1
猒 yan1 ya1 yan4
猓 guo3 luo3
猔 zong4
猕 mi2
猖 chang1
猗 yi1 e1 wei1 yi3 ji4
猘 zhi4
猙 zheng1
猚 ya2
猛 meng3
猜 cai1
猝 cu4
猞 she4 she1
猡 luo2
猢 hu2
猣 zong1
猤 ji4
猥 wei3 wei4
猦 feng1
猧 wo1
猨 yuan2
猩 xing1
猪 zhu1
猫 mao1 mao2 miao2
猬 wei4
猭 yuan2
献 xian4
猯 tuan1
猰 ya4
猱 nao2
猲 xie1 xie2 he4
猳 jia1
猴 hou2
猵 bian1
猶 you2 yao2
猷 you2
猸 mei2
猹 zha1
猺 yao2
猻 sun1
猼 bo2 po4
猽 ming2
猾 hua2
猿 yuan2
獀 sou1
獁 ma4 ma3
獂 yuan2 huan2
獃 dai1 ai2
獄 yu4
獅 shi1
獆 hao2
獈 yi4
獉 zhen1
獊 chuang4 cang1
獋 hao2
獌 man4
獍 jing4
獎 jiang3
獏 mu2 mo4
獐 zhang1
獑 chan2
獒 ao2
獓 ao2
獔 hao2
獕 cui1
獖 fen2 ben4
獗 jue2
獘 bi4
獙 bi4
獚 huang2
獛 pu2
獜 lin2
獝 yu4 xu4
獞 tong2
獟 yao4 xiao1
獠 liao2 lao3
獡 shuo4 xi1 que4
獢 xiao1
獥 xi2
獦 ge2
獧 juan4
獨 du2
獩 hui4
獪 kuai4 hua2
獫 xian3
獬 xie4 ha3 jie3
獭 ta4 ta3
獮 xian3 mi2
獯 xun1
獰 ning2
獱 pin2 bian1 bin1
獲 huo4
獳 nou4
獴 meng2 meng3
獵 lie4
獶 nao2
獷 guang3 jing3
獸 shou4
獹 lu2
獺 ta3 ta4
獻 xian4 suo1 xi1
獼 mi2
獽 rang2
獾 huan1 quan2
獿 nao2
玀 luo2 e3
玁 xian3
玂 qi2
玃 jue2
玄 xuan2 xuan4
玅 miao4
玆 zi1 ci1 xuan2
率 lv4 shuai4 lve4
玈 lu2
玉 yu4
玊 su4
王 wang2 wang4 yu4
玌 qiu2
玍 ga3
玎 ding1
玏 le4
玐 ba1
玑 ji1
玒 hong2
玓 di4
玔 chuan4 quan4
玕 gan1
玖 jiu3
玗 yu2
玘 ji3 qi3
玙 yu2
玚 yang2 chang4 dang4
玛 ma3
玜 gong1
玝 wu3
玞 fu1
玟 min2 wen2
玠 jie4
玡 ya4
玢 bin1 fen1 fen2
玣 bian4
玤 bang4 beng3
玥 yue4
玦 jue2
玧 yun3
玨 jue2
玩 wan2 wan4
玪 jian1
玫 mei2
玬 dan3
玭 pi2 pian2 pin2
玮 wei3
环 huan2
现 xian4
玱 qiang1
玲 ling2
玳 dai4
玴 yi4
玵 an2
玶 ping2
玷 dian4 dian1
玸 fu2
玹 xuan2
玺 xi3
玻 bo1
玼 ci3 ci1
玽 gou3
玾 jia3
玿 shao2
珀 po4
珁 ci2
珂 ke1
珃 ran3
珄 sheng1
珅 shen1
珆 yi2
珇 zu3
珈 jia1
珉 min2 wen2
珊 shan1
珋 liu3
珌 bi4
珍 zhen1
珎 zhen1
珏 jue2
珐 fa4
珑 long2
珒 jin1
珓 jiao4
珔 jian4
珕 li4
珖 guang1
珗 xian1
珘 zhou1
珙 gong3
珚 yan1
珛 xiu4
珜 yang2
珝 xu3
珞 luo4 li4
珟 su4
珠 zhu1
珡 qin2
珢 ken4
珣 xun2 xuan1
珤 bao3
珥 er3
珦 xiang4
珧 yao2
珨 xia2
珩 heng2
珪 gui1
珫 chong1
珬 xu4
班 ban1
珮 pei4
珰 dang1
珲 hun2 hui1
珳 wen2
珴 e2
珵 cheng2
珶 di4 ti2
珷 wu3
珸 wu2
珹 cheng2
珺 jun4
珻 mei2
珼 bei4
珽 ting3
現 xian4
珿 chuo4
琀 han2 han4
琁 xuan2
琂 yan2
球 qiu2
琄 quan3 juan1 xuan4
琅 lang2 lang4
理 li3
琇 xiu4
琈 fu2
琉 liu2
琊 ye2 ya2
琋 xi1
琌 ling2
琍 li4 li2
琎 jin4 jin1
琏 lian2 lian3
琐 suo3
琓 wan2
琔 dian4
琕 pin2 bing3
琖 zhan3
琗 cui4
琘 min2
琙 yu4
琚 ju1
琛 chen1
琜 lai2
琝 wen2
琞 sheng4 wang4
琟 wei2
琠 dian3
琡 chu4
琢 zhuo2 zuo2
琣 pei3
琤 cheng1
琥 hu3
琦 qi2
琧 e4
琨 kun1
琩 chang1
琪 qi2
琫 beng3
琬 wan3
琭 lu4
琮 cong2
琯 guan3
琰 yan3
琱 diao1
琲 bei4
琳 lin2
琴 qin2
琵 pi2
琶 pa2
琷 que4
琸 zhuo2
琹 qin2
琺 fa4
琼 qiong2
琽 du3
琾 jie4
琿 hun2 hui1
瑀 yu3
瑁 mao4 mei4
瑂 mei2
瑄 xuan1
瑅 ti2
瑆 xing1
瑇 dai4
瑈 rou2
瑉 min2
瑊 zhen1 jian1
瑋 wei3
瑌 ruan3
瑍 huan4
瑎 jie1
瑏 chuan1
瑐 jian3
瑑 zhuan4
瑒 yang2 chang4 dang4
瑓 lian4
瑔 quan2
瑕 xia2
瑖 duan4
瑗 yuan4 huan2
瑘 ye2
瑙 nao3
瑚 hu2
瑛 ying1
瑜 yu2
瑝 huang2
瑞 rui4
瑟 se4
瑠 liu2
瑢 rong2
瑣 suo3
瑤 yao2
瑥 wen1
瑦 wu1
瑧 jin1
瑨 jin4
瑩 ying2 ying3
瑪 ma3
瑫 tao1
瑬 liu2
瑭 tang2
瑮 li4
瑯 lang2
瑰 gui1
瑱 tian4 zhen4
瑲 qiang1
瑳 cuo3 cuo1
瑴 jue2
瑵 zhao3
瑶 yao2
瑷 ai4
瑸 bin1
瑹 tu2
瑺 chang2
瑻 kun1
瑼 zhuan1
瑽 cong1
瑾 jin3 jin4
瑿 yi1
璀 cui3
璁 cong1
璂 qi2
璃 li2 li5
璄 ying3
璅 suo3
璆 qiu2
璇 xuan2
璈 ao2
璉 lian2 lian3
璊 men2 man2
璋 zhang1
璌 yin2
璎 ying1
璏 zhi4
璐 lu4
璑 wu2
璒 deng1
璔 zeng1
璕 xun2
璖 qu2
璗 dang4
璘 lin2
璙 liao2
璚 qiong2 jue2
璛 su4
璜 huang2
璝 gui1
璞 pu2
璟 jing3
璠 fan2
璡 jin4 jin1
璢 liu2
璣 ji1
璥 jing3
璦 ai4
璧 bi4
璨 can4
璩 qu2
璪 zao3
璫 dang1
璬 jiao3
璭 gun4
璮 tan3
璯 hui4
環 huan2 huan4
璱 se4
璲 sui4
璳 tian2
璵 yu2
璶 jin4
璷 lu2
璸 bin1
璹 shou4 shu2
璺 wen4
璻 zui3
璼 lan2
璽 xi3
璾 ji4
璿 xuan2
瓀 ruan3
瓁 huo4
瓂 gai4
瓃 lei2
瓄 du2
瓅 li4
瓆 zhi2
瓇 rou2
瓈 li2
瓉 zan4
瓊 qiong2 xuan2
瓋 zhe2
瓌 gui1
瓍 sui4
瓎 la4
瓏 long2
瓐 lu2
瓑 li4
瓒 zan4
瓓 lan4
瓔 ying1
瓕 mi2
瓖 xiang1
瓗 xi1
瓘 guan4
瓙 dao4
瓚 zan4
瓛 huan2
瓜 gua1
瓝 bo2
瓞 die2
瓟 bao2 bo2
瓠 hu4 hu2 huo4 gu1
瓡 zhi2
瓢 piao2
瓣 ban4
瓤 rang2
瓥 li4
瓦 wa3 wa4
瓨 jiang1 hong2
瓪 fan3
瓫 pen2
瓬 fang3
瓭 dan3
瓮 weng4
瓯 ou1
瓳 hu2
瓴 ling2
瓵 yi2
瓶 ping2
瓷 ci2
瓹 juan4
瓺 chang2
瓻 chi1
瓽 dang4
瓾 meng3
瓿 pou3 bu4
甀 zhui4
甁 ping2
甂 bian1 pian1
甃 zhou4
甄 zhen1 zhen4 juan4
甆 ci2
甇 ying1
甈 qi4
甉 xian2
甊 lou3
甋 di4
甌 ou1 ou3
甍 meng2
甎 zhuan1
甏 peng4 beng4
甐 lin2
甑 zeng4
甒 wu3
甓 pi4
甔 dan1
甕 weng4
甖 ying1
甗 yan3
甘 gan1
甙 dai4
甚 shen2 shi2 shen4
甛 tian2
甜 tian2
甝 han1 han2
甞 chang2
生 sheng1
甠 qing2
甡 shen1 sheng1
產 chan3
産 chan3
甤 rui2
甥 sheng1
甦 su1
甧 sen1
用 yong4
甩 shuai3
甪 lu4
甫 fu3 pu4 pu3
甬 yong3 dong4
甭 beng2 qi4
甮 feng4
甯 ning2 ning4
田 tian2
由 you2 yao1
甲 jia3
申 shen1
甴 zha2
电 dian4
甶 fu2
男 nan2
甸 dian4 sheng4 tian2 ying4
甹 ping2 ping1
町 ting3 ting1 ding1 zheng4 tian3
画 hua4
甼 ting3
甽 quan3 zhen4
甾 zi1 zai1
甿 meng2
畀 bi4
畁 qi2 bi4
畂 liu4 jiu4 mu3
畃 xun2
畄 liu2
畅 chang4
畆 mu3
畇 yun2
畈 fan4
畉 fu2
畊 geng1
畋 tian2
界 jie4
畍 jie4
畎 quan3
畏 wei4 wei1 wei3
畐 fu2
畑 tian2
畒 mu3
畔 pan4
畕 jiang1
畖 wa1
畗 da2 fu2
畘 nan2
留 liu2 liu3 liu4
畚 ben3
畛 zhen3
畜 chu4 xu4
畝 mu3
畞 mu3
畟 ce4
畡 gai1
畢 bi4
畣 da2
畤 zhi4
略 lve4
畦 qi2 xi2
畧 lve4
畨 pan1 fan1
番 fan1 pan1 bo1 po2 fan2 pan2 pi2
畫 hua4
畬 yu2 she1
畭 yu2
畮 mu3
畯 jun4
異 yi4
畱 liu2 liu3
畲 yu2 she1
畳 die2
畴 chou2
畵 hua4
當 dang1 dang4
畷 chuo4 zhuo2
畸 ji1 qi2
畹 wan3 yuan4
畺 jiang1
畻 sheng2
畼 chang4
畽 tuan3
畾 lei2
畿 ji1
疀 cha1
疁 liu2
疃 tuan3
疄 lin2
疅 jiang1
疆 jiang1 qiang2 jiang4
疇 chou2
疈 bo4 pi4
疉 die2
疊 die2
疋 pi3 pi1 shu1 ya3
疌 nie4
疍 dan4
疎 shu1 shu4
疏 shu1 shu4
疐 zhi4 di4
疑 yi2 ni3 ning2
疒 chuang2
疓 nai3
疔 ding1 ne4
疕 bi3
疖 jie2
疗 liao2
疘 gang1 gong1
疙 ge1 yi4
疚 jiu4
疛 zhou3
疜 xia4
疝 shan4
疞 xu1
疟 nue4 yao4
疠 li4
疡 yang2
疢 chen4
疣 you2 you4
疤 ba1
疥 jie4
疦 jue2
疧 zhi1
疨 xia1
疩 cui4
疪 bi4
疫 yi4
疬 li4
疭 zong4
疮 chuang1
疯 feng1
疰 zhu4
疱 pao4
疲 pi2
疳 gan1
疴 ke1 e1 qia4
疵 ci1 zi1 zhai4 ji4
疶 xie4
疷 qi2
疸 dan3 dan4 da5
疹 zhen3 chen4
疺 fa2
疻 zhi3
疼 teng2
疽 ju1 ju3
疾 ji2
疿 fei4 fei2
痀 qu2 gou1 ju1 yu3
痁 dian4 shan1
痂 jia1
痃 xian2
痄 zha4 cha2 zha3
病 bing4
痆 ni4 na4
症 zheng4 zheng1
痈 yong1
痉 jing4
痊 quan2
痋 chong2
痌 tong1
痍 yi2
痎 kai1 lie1
痏 wei3
痐 hui2
痑 duo3
痒 yang3 yang2
痓 chi4
痔 zhi4
痕 hen2 gen4
痖 ya3
痗 mei4
痘 dou4
痙 jing4
痚 xiao1
痛 tong4
痜 tu1
痝 mang2
痞 pi3
痟 xiao1
痠 suan1
痡 pu1
痢 li4
痣 zhi4
痤 cuo2
痥 duo2
痦 wu4 pi1
痧 sha1
痨 lao2
痩 shou4
痪 huan4
痫 xian2
痬 yi4
痭 peng2
痮 zhang4
痯 guan3
痰 tan2
痱 fei4 fei2 fei3
痲 ma2
痳 lin2
痴 chi1
痵 ji4
痶 dian3
痷 an1
痸 chi4
痹 bi4
痺 bi4 bei1
痻 min2
痼 gu4 gu1
痽 dui1
痾 e1 ke1
痿 wei3
瘀 yu1
瘁 cui4
瘂 ya3
瘃 zhu2 zhu3
瘄 cu4
瘅 dan4 dan3 dan1
瘆 shen4
瘇 zhong3
瘈 ji4 chi4 zhi4
瘉 yu4
瘊 hou2
瘋 feng1
瘌 la4
瘍 yang2 dang4
瘎 shen4
瘏 tu2
瘐 yu3
瘑 gua1
瘒 wen2
瘓 huan4
瘔 ku4
瘕 jia3 xia2 xia1
瘖 yin1
瘗 yi4
瘘 lv2 lou4
瘙 sao1 sao4
瘚 jue2
瘛 chi4
瘜 xi2
瘝 guan1
瘞 yi4
瘟 wen1 wo4 yun1
瘠 ji2 zi4
瘡 chuang1
瘢 ban1
瘣 lei3
瘤 liu2
瘥 chai4 cuo2
瘦 shou4
瘧 nue4 yao4
瘨 dian1
瘩 da5 da1 da2
瘪 bie3 bie1 pie1
瘫 tan1
瘬 zhang4
瘭 biao1
瘮 shen4
瘯 cu4
瘰 luo3
瘱 yi4
瘲 zong4
瘳 chou1 lu4
瘴 zhang4
瘵 zhai4 ji4
瘶 sou4
瘷 suo3
瘸 que2
瘹 diao4
瘺 lou4
瘻 lv2 lou4
瘼 mo4
瘽 jin4
瘾 yin3
瘿 ying3
癀 huang2
癁 fu2
療 liao2 shuo4
癃 long2
癄 qiao2
癅 liu2
癆 lao2 lao4
癇 xian2
癈 fei4
癉 dan4 dan1 dan3 tan2
癊 yin4
癋 he4
癌 ai2 yan2
癍 ban1
癎 xian2
癏 guan1
癐 guai4
癑 nong2
癒 yu4
癓 wei2
癔 yi4
癕 yong1
癖 pi3
癗 lei3
癘 li4
癙 shu3
癚 dan4
癛 lin3 bing3
癜 dian4
癝 lin3 bing3
癞 lai4 la4
癟 bie3 pie1 bie1
癠 ji4 ji2
癡 chi1
癢 yang3
癣 xian3 xuan3
癤 jie2
癥 zheng1
癧 li4
癨 huo4
癩 lai4 la4
癫 dian1
癬 xuan3 xian3
癭 ying3
癮 yin3
癯 qu2
癰 yong1
癱 tan1
癲 dian1
癳 luo3
癴 luan2
癵 luan2
癶 bo1
癸 gui3
癹 po1 ba2
発 fa1 fa4
登 deng1 de2
發 fa1 fa4 bo1
白 bai2 bo2
百 bai3 bo2 mo4
癿 qie2
皀 bi1 ji2
皁 zao4
皂 zao4
皃 mao4
的 de5 di2 di4
皅 pa1
皆 jie1
皇 huang2 wang3
皈 gui1
皉 ci3
皊 ling2
皋 gao1 gu1 hao2
皌 mo4
皍 ji2
皎 jiao3
皏 peng3
皐 gao1
皑 ai2
皒 e2
皓 hao4 hui1
皔 han4
皕 bi1
皖 wan3 huan4
皗 chou2
皘 qian4
皙 xi1
皚 ai2
皛 jiong3 jiao3 xiao3
皜 hao4 gao3
皝 huang3
皞 hao4
皟 ze2
皠 cui3 cui4
皡 hao4
皢 xiao3
皣 ye4
皤 po2 pan2
皥 hao4
皦 jiao3
皧 ai4
皨 xing1
皩 huang4
皪 li4
皫 piao3
皬 he4 he2
皭 jiao4
皮 pi2
皯 gan3
皰 pao4
皱 zhou4
皲 jun1
皳 qiu2
皴 cun1
皵 que4
皶 zha1 cu3
皷 gu3
皸 jun1
皹 jun1
皺 zhou4 zhou1
皻 zha1
皼 gu3
皽 zhan3
皾 du2
皿 min3 ming3
盀 qi3
盁 ying2
盂 yu2
盃 bei1
盄 zhao1 diao4
盅 zhong1 chong1
盆 pen2
盇 he2
盈 ying2
盉 he2
益 yi4
盋 bo1
盌 wan3
盍 he2 ke3
盎 ang4
盏 zhan3
盐 yan2 yan4
监 jian1 jian4
盒 he2 an1
盓 yu1
盔 kui1
盕 fan4
盖 gai4 ge3 he2
盗 dao4
盘 pan2
盙 fu3
盚 qiu2
盛 sheng4 cheng2
盜 dao4
盝 lu4
盞 zhan3
盟 meng2 ming2 meng4
盠 li3
盡 jin4 jin3
盢 xu4
監 jian1 jian4 kan4
盤 pan2 xuan2
盥 guan4
盦 an1
盧 lu2
盨 shu3 xu3
盩 zhou1 chou1
盪 dang4
盫 an1
盬 gu3
盭 li4
目 mu4
盯 ding1 cheng2
盰 gan3
盱 xu1
盲 mang2 wang4
盳 mang2 wang4
直 zhi2
盵 qi4
盶 ruan3
盷 tian2 xuan2
相 xiang1 xiang4
盹 dun3 dun4 zhun1
盺 xin1
盻 xi4
盼 pan4 fen2
盽 feng1
盾 dun4 shun3 yun3
盿 min2
眀 ming2
省 sheng3 xian3 xing3
眂 shi4
眃 yun2
眄 mian3
眅 pan1
眆 fang3
眇 miao3 miao4
眈 dan1 tan2 chen3
眉 mei2
眊 mao4
看 kan4 kan1
県 xian4
眍 kou1
眎 shi4
眏 yang1
眐 zheng1
眑 yao3
眒 shen4
眓 huo4
眔 da4
眕 zhen3
眖 kuang4
眗 ju1
眘 shen4
眙 yi2 chi4 deng4
眚 sheng3
眛 mei4
眜 mo4 mie4
眝 zhu4
眞 zhen1
真 zhen1
眠 mian2 mian3 min3
眡 shi4
眢 yuan1
眣 die2
眤 ni2
眥 zi4
眦 zi4
眧 chao3
眨 zha3
眩 xuan4 huan4 juan4
眪 bing3
眫 mi3
眬 long2
眭 sui1 gui4 hui1 xie2 wei4
眮 dong4
眯 mi3 mi1 mi4 mi2
眰 die2
眱 yi2
眲 er4 ne4
眳 ming3 ming2
眴 xuan4 shun4
眵 chi1
眶 kuang4
眷 juan4
眸 mou2
眹 zhen4
眺 tiao4
眻 yang2
眼 yan3 wen3
眽 mo4
眾 zhong4
眿 mai4
着 zhao2 zhe5 zhao1 zhuo2
睁 zheng1
睂 mei2
睃 jun4 suo1
睄 shao4 qiao2
睅 han4
睆 huan3
睇 di4 ti1 ti2
睈 cheng3
睉 cuo1
睊 juan4
睋 e2
睌 wan3
睍 xian4
睎 xi1
睏 kun4
睐 lai4
睑 jian3
睒 shan3
睓 tian3
睔 hun3 gun3
睕 wan3 wan1
睖 ling2 leng4
睗 shi4
睘 qiong2
睙 lie4
睚 ya2 yai2
睛 jing1 jing3
睜 zheng1
睝 li2
睞 lai4
睟 sui4
睠 juan4
睡 shui4
睢 sui1
督 du1
睤 bi4
睥 bi4 pi4
睦 mu4
睧 hun1
睨 ni4
睩 lu4
睪 gao1 yi4 hao4 ze2
睫 jie2 she4
睬 cai3
睭 zhou3
睮 yu2
睯 hun1
睰 ma4
睱 xia4 jia3
睲 xing3
